,text,pre_annotation,all,agreement %
d_734,"Soy estupida, siempre acabo haciendo lo que otros necesitan cuando yo tengo muchas cosas que hacer",['etiquetado'],"['sobregeneralización', 'etiquetado']",100.0
a_775,El examen me puede ir bien aunque me tome algunos descansos durante mi estudio,[],[],0.0
d_1172,Me he dejado la chaqueta en el avión. Soy un desastre,"['abstracción selectiva', 'etiquetado']",['abstracción selectiva'],50.0
a_310,Si me esfuerzo tengo opciones de conseguir mi sueño,[],[],0.0
d_797,Si no estoy siempre tranquila no estoy bien ,"['pensamiento absolutista', 'sobregeneralización']",['pensamiento absolutista'],50.0
a_370,"No tengo indicios de que me quiera dejar, pues no me lo ha planteado nunca.",[],[],0.0
d_948,estoy convencida de que perderemos el partido,['adivinación'],['adivinación'],100.0
d_293,Siempre me siento mal,['sobregeneralización'],['sobregeneralización'],100.0
d_1334,"Estás muy contenta hoy, seguro que tendrás un buen día","['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
a_376,Es lo que creo; lo que ella piensa no puedo saberlo sin preguntarle,[],[],0.0
d_1023,"No iré al cumpleaños porque haré el ridículo y será un desastre, lo peor",['catastrofismo'],"['catastrofismo', 'adivinación']",100.0
d_1477,"Mi perro ha mordido a la vecina, si lo hubiera educado bien esto no habría pasado.",['personalización'],['personalización'],100.0
d_1081,"insufrible, fuí el peor del mundo en el campeonato",['catastrofismo'],['catastrofismo'],100.0
a_426,"Puede que no le caiga bien, pero no estoy convencido. Voy a preguntarle",[],[],0.0
d_534,No debería explicar cosas íntimas a los demás,['imperativos'],['imperativos'],100.0
d_344,sé que a mis amigos no les gusto como soy,['leer la mente'],['leer la mente'],100.0
d_462,"Sé que piensan que estoy gorda, lo noto en como me miran",['leer la mente'],"['leer la mente', 'abstracción selectiva']",100.0
a_1312,"Siento que es mejor no estar juntos, aunque no tiene porqué implicar que nos pueda pasar algo malo. Pero sería bueno hablarlo y pensar por qué me siento así",[],[],0.0
a_780,A veces puedo no tener ganas de salir con mis amigos y ellos pueden entenderlo,[],[],0.0
a_1407,Que Noelia no me hable no quiere decir que haya hecho algo mal,[],[],0.0
d_358,Mi novia piensa que no valgo para nada ,['leer la mente'],['leer la mente'],100.0
a_409,Desconozco los motivos por los que ya no me llama; puede que se haya cansado de mí.,[],[],0.0
d_518,Tengo que ponerme a dieta,['imperativos'],['imperativos'],100.0
a_1018,"Después de esto que ha pasado será difícil y llevará un tiempo que retome mi vida normal, pero lo conseguiré, saldré adelante.",[],[],0.0
d_728,"No soy persistente, así no podré conseguir lo que me proponga",['etiquetado'],['pensamiento absolutista'],0.0
d_1293,Si siento celos es porque mi pareja tiene la intención de ser infiel,"['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
a_276,Casi siempre hay opciones de poder hacer cambios,[],[],0.0
a_1181,"Parece que no soy tan inepto para el deporte si logré una buena marca, independientemente de que no haya sido el mejor tiempo. ",[],[],0.0
d_596,Mi familia deberia ser más comprensiva hacia mis dificultades,['imperativos'],[],0.0
a_320,A veces me pueden criticar,[],[],0.0
d_1246,"Dijo que se lo pasó muy bien conmigo, aunque también me comentó que era muy calladito. Seguro que no quiere quedar más","['abstracción selectiva', 'leer la mente']",['abstracción selectiva'],50.0
a_1278,No siempre que me siento insegura pasan cosas malas. Probablemente sea esa sensación la que hace que yo crea que van a pasar,[],[],0.0
d_1382,"Mis amigos me han decepcionado, ya no podré confiar en nadie",['razonamiento emocional'],['abstracción selectiva'],0.0
t_339,No lo estoy pasando (demasiado) bien,[],[],0.0
a_262,"Puede haber gente que no me haga caso a veces,",[],[],0.0
a_974,Puedo probar  de ir de fiesta con ellas para saber como me sentire. Si no estoy agusto siempre puedo irme a casa.,[],[],0.0
d_265,Me harán daño siempre ,"['sobregeneralización', 'adivinación']",['sobregeneralización'],50.0
a_1486,No tiene porque ser mi culpa que se haya estropeado el ordenador,[],[],0.0
d_221,a todo el mundo le doy igual nadie quiere estar conmigo,['sobregeneralización'],['sobregeneralización'],100.0
t_265,"No hay nadie aquí, deben haberse ido ya",[],[],0.0
d_779,Si no digo siempre que si a los demás no me aceptarán ,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_1432,"El vecino ha pasado sin saludar, debe estar molesto por algo conmigo.",['personalización'],['abstracción selectiva'],0.0
t_295,voy a estar agotado si no duermo ,[],['catastrofismo'],0.0
d_548,Mi familia tiene que ser más tolerante conmigo,['imperativos'],['imperativos'],100.0
a_374,Que me estén mirando no tiene porqué significar que piensen que soy raro. ,[],[],0.0
a_781,Las redes sociales no reflejan la realidad de lo que los demás piensan sobre mi,[],[],0.0
a_479,Puedo probar a ser más amable con la gente para que se acerquen a mi,[],[],0.0
a_528,"Los demás no son ni mejores ni peores. Todos somos únicos, con nuestras cualidades y nuestros defectos",[],[],0.0
a_1014,He pasado cosas mucho peores,[],[],0.0
a_1204,Me ha molestado perder el bus pero no me ha fastidiado todo el día ,[],[],0.0
d_388,"En el fondo, mis amigos piensan que soy un tacaño","['leer la mente', 'etiquetado']",['adivinación'],0.0
a_1364,"Aunque no me guste esta sensación, a medida que vaya haciendo el trabajo me voy a ir sintiendo más preparada y segura. Es mejor que vaya empezando ya",[],[],0.0
a_1209,"Me ha fastidiado el momento de la cena en concreto, pero el día en general ha ido bien. ",[],[],0.0
d_912,aunque pueda hacerlo estoy seguro que no lo haré bien,['adivinación'],['adivinación'],100.0
d_652,mis amigos unos tacaños,['etiquetado'],['etiquetado'],100.0
d_1181,He logrado una buena marca en la carrera pero no ha sido el mejor tiempo. Soy un inepto. ,"['abstracción selectiva', 'etiquetado']","['abstracción selectiva', 'etiquetado']",100.0
a_927,si me esfuerzo y trabajo duro es posible que cuenten conmigo para el ascenso,[],[],0.0
d_662,soy un malpensado,['etiquetado'],['etiquetado'],100.0
a_329,"Aunque yo me sienta un inútil, no puedo saber lo que piensan los demás",[],[],0.0
d_528,Debería ser como los demás,['imperativos'],['imperativos'],100.0
a_832,Un grupo basado en el respeto admite que podamos no querer lo que la mayoría ,[],[],0.0
d_1371,"Si mis amigos no me ven feliz, se van a alejar de mí","['razonamiento emocional', 'adivinación']",['pensamiento absolutista'],0.0
a_405,Quizás algún profesor puede tener un mal concepto de mí. Debería preguntarle.,[],[],0.0
d_641,mi compañero es insoportable,['etiquetado'],['etiquetado'],100.0
d_234,Nunca seré un buen padre,"['sobregeneralización', 'adivinación']",['sobregeneralización'],50.0
a_300,A veces puedo sentir que mis padres no me escuchan,[],[],0.0
d_360,Estoy convencido de que mi familia se avergüenza de mí.,['leer la mente'],['adivinación'],0.0
t_278,Mi hijo es muy alto segun los precentiles del pediatra,[],[],0.0
d_1115,"Si tengo un accidente aquí tardarán mucho en enocntrarme, no pasa nadie por aqui",['catastrofismo'],[],0.0
a_503,"Aunque me gusta que a la gente le gusten mis publicaciones de instagram, el ser reconocido y querido no depende solo de esto",[],[],0.0
a_1332,"Me siento triste desde hace días, pero el estado de ánimo va cambiando, no es permanente. Puedo volver a sentirme bien",[],[],0.0
a_828,Puedo ser responsable y también pasármelo bien,[],[],0.0
d_1269,Si te sientes feliz seguro que te pasarán cosas buenas,['razonamiento emocional'],['razonamiento emocional'],100.0
a_268,Haber cometido errores no me convierte en un mal marido,[],[],0.0
t_319,¡Que día tan horroroso hace!,[],['catastrofismo'],0.0
d_1483,"He llegado tarde a la clase de pilates y todos estaban esperando, seguro que estaban enfadados conmigo.","['personalización', 'leer la mente']","['abstracción selectiva', 'adivinación']",0.0
a_1220,Que cometa algún pequeño error de vez en cuando no significa que no valga para esto ,[],[],0.0
a_1412,Que mi hijo haya roto la vajilla no implica que no lo haya educado bien,[],[],0.0
a_893,"aunque no me suela sentir cómodo con gente nueva, eso me abre la puerta a conocer nuevos amigos",[],[],0.0
a_1410,"No me merezco que me contesten mal, eso no quiere decir que no sea suficiente",[],[],0.0
d_1144,Mi hermano siempre dice que me aprecia pero ayer me dijo que debía ser más amable con mis padres. Soy una carga para mi familia.,"['abstracción selectiva', 'etiquetado']",['abstracción selectiva'],50.0
t_353,Habrá cosas que serán diferentes siempre,[],[],0.0
d_1379,"Me preocupa mucho que les pueda pasar algo a mis hijos, será que es probable que les pueda pasar algo malo","['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
a_1309,"A veces las primeras impresiones engañan, aunque sienta malas sensaciones con alguien puede que después de conocerlo me guste como persona",[],[],0.0
d_455,"Mi jefe piensa que nunca podré asumir responsabilidades, estoy convencido.",['leer la mente'],['leer la mente'],100.0
a_861,No podemos tenerlo todo controlado siempre pero esto no significa que las cosas tengan que ir mal.,[],[],0.0
t_317,¿Y si compramos pizza para cenar?,[],[],0.0
d_713,"soy horrorosa, no le puedo gustar a nadie",['etiquetado'],"['etiquetado', 'sobregeneralización']",100.0
d_526,Debería estar estudiando en vez de estar con mis amigos,['imperativos'],['imperativos'],100.0
d_322,La vida nunca tendrá sentido ,['sobregeneralización'],['sobregeneralización'],100.0
a_1035,"puede ser que pase y puede que no, otras veces me he adelantado en exceso a lo negativo",[],[],0.0
d_404,"Aunque no lo digan, sé que mis compañeros de clase no quieren saber nada de mí",['leer la mente'],['leer la mente'],100.0
a_248,Haber fracasado anteriormente no implica tener que hacerlo en un futuro,[],[],0.0
d_1204,"Hoy ha sido un día bueno en el trabajo. No obstante, he perdido el bus al volver y esto me ha fastidiado el día. ",['abstracción selectiva'],['abstracción selectiva'],100.0
a_863,A veces puede que ve las cosas diferentes que yo pero esto no significa que no me quiera.,[],[],0.0
a_1017,"Creo que el jefe me ha mirado con cara de enfado, igual tiene un mal día",[],[],0.0
a_1072,"Esto que ha pasado no es motivo de despido, y aún si así fuera, tengo paro, ahorros, y muchas opciones opciones de encontrar otro trabajo en relativamente poco tiempo",[],[],0.0
d_1301,"Me siento feo, no voy  a gustar a nadie","['razonamiento emocional', 'adivinación']",['razonamiento emocional'],50.0
d_313,A nadie le parezco simpatico,['sobregeneralización'],['sobregeneralización'],100.0
d_1436,"Mi madre llega tarde a casa, seguro que lo hace para molestarme.",['personalización'],['adivinación'],0.0
d_1488,Si no me lavo cien veces las manos despues de tocar algo sucio seguro que me contaminaré,"['personalización', 'adivinación']",['adivinación'],50.0
a_1350,"De momento no consigo perdonarte. Puede ser porque me ha afectado mucho, porque es demasiado reciente, etc.",[],[],0.0
a_289,Algunas personas no me saludan por la calle,[],[],0.0
a_361,Creo que no está satisfecho pero esto no quiere decir que sea así.,[],[],0.0
a_357,"No me ha dicho que sea un inutil, puedo preguntarle que piensa de mi.",[],[],0.0
d_299,Siempre tienes que ser perfecto,['sobregeneralización'],"['sobregeneralización', 'imperativos']",100.0
d_464,"Estoy segura que me quieren fuera de su casa, lo noto",['leer la mente'],['razonamiento emocional'],0.0
d_1244,"En el cole me dicen que tengo buen comportamiento. No obstante, el director quiere que vaya a su despacho. Seguro que he hecho algo malo",['abstracción selectiva'],"['abstracción selectiva', 'adivinación']",100.0
a_726,"Se me esta haciendo dura esta etapa de mi hijo, pero tengo que entender que forma parte de su proceso de desarrollo..",[],[],0.0
a_681,"Me gustaría mejorar en algunas cosas, aunque hay otras que están bien",[],[],0.0
d_577,Debería acabar con todo para dejar de sufrir,['imperativos'],"['imperativos', 'pensamiento absolutista']",100.0
d_699,mi amiga es una aprovechada,['etiquetado'],['etiquetado'],100.0
d_390,Seguro que piensan que estoy loco,['leer la mente'],['leer la mente'],100.0
d_784,O visto a la moda o pensarán que soy rara y me rechazarán,['pensamiento absolutista'],['pensamiento absolutista'],100.0
a_840,Hago lo mejor puedo y está bien así,[],[],0.0
d_800,O estoy siempre alegre o algo no está bien en mí,['pensamiento absolutista'],['pensamiento absolutista'],100.0
d_267,Todo el mundo es egoista,['sobregeneralización'],['sobregeneralización'],100.0
d_952,sé que mis padres se decepcionarán si me ven así,"['adivinación', 'leer la mente']",['leer la mente'],50.0
a_929,si vuelvo a clase la gente quizás se sorprenda y se alegre de verme,[],[],0.0
a_1041,pienso esto a menudo y luego hasta me río de ciertas cosas que pensaba que eran horrorosas,[],[],0.0
a_950,es posible que haya platos que me gusten o quizás sea una oportunidad para probar cosas nuevas,[],[],0.0
a_884,"estoy entrenando duro, no puedo saber si ganaré o perderé la carrera hasta que no vaya.",[],[],0.0
d_401,En el fondo mi novio piensa que no sé hacer nada bien,['leer la mente'],['leer la mente'],100.0
a_456,No puedo saber realmente lo que piensa mi pareja por su mirada; será mejor que le pregunte.,[],[],0.0
a_217,"A veces no le caigo bien a algunas personas, no le puedo caer bien a todo el mundo",[],[],0.0
a_500,Puedo trabajar para tener más iniciativa,[],[],0.0
d_257,Nunca tendré un buen día ,['sobregeneralización'],"['sobregeneralización', 'catastrofismo']",100.0
a_1353,"Te veo triste, ¿te ha pasado algo?",[],[],0.0
a_380,Puede que mis padres piensen que soy una carga. Quizás es bueno que lo contraste con ellos. ,[],[],0.0
a_698,Hay tareas que me cuestan más de hacer y siento que me gustaría poder hacerlas más rápido.,[],[],0.0
a_602,"Todos cometemos errores y esto es normal, intentaré hacer las cosas aportando lo mejor de mi",[],[],0.0
a_1331,"No me he sentido feliz hoy con mi pareja, es normal tener altibajos y no sentirme siempre feliz. No significa que ya no me guste",[],[],0.0
a_793,Me puede querer aunque a veces no pueda estar pendiente de mi,[],[],0.0
d_1332,"Me siento triste desde hace días, ya nunca estaré bien","['razonamiento emocional', 'catastrofismo']",['sobregeneralización'],0.0
d_282,Siempre me saldrán las cosas mal,['sobregeneralización'],"['sobregeneralización', 'catastrofismo']",100.0
a_1494,Lo que transmiten en la tele no va dirigido solo a mí,[],[],0.0
a_1406,Si mi alumno no ha aprobado puede haber sido porque no ha estudiado suficiente,[],[],0.0
d_385,"Nunca me lo ha dicho, pero sé que no espera nada de mí.",['leer la mente'],['leer la mente'],100.0
